pdb_id,ph,job_type,job_script,job_id,status,notes
135L,,rotamer,/Dedicated/schnieders/maemmad/pKa_GNN/ffx_pipeline/data/sge_jobs/135L_rotamer.job,dry-run,generated,
135L,3.94,titration,/Dedicated/schnieders/maemmad/pKa_GNN/ffx_pipeline/data/sge_jobs/135L_titrate_pH3.94.job,dry-run,generated,
135L,4.4,titration,/Dedicated/schnieders/maemmad/pKa_GNN/ffx_pipeline/data/sge_jobs/135L_titrate_pH4.4.job,dry-run,generated,
135L,6.45,titration,/Dedicated/schnieders/maemmad/pKa_GNN/ffx_pipeline/data/sge_jobs/135L_titrate_pH6.45.job,dry-run,generated,
135L,8.55,titration,/Dedicated/schnieders/maemmad/pKa_GNN/ffx_pipeline/data/sge_jobs/135L_titrate_pH8.55.job,dry-run,generated,
1A2P,,rotamer,/Dedicated/schnieders/maemmad/pKa_GNN/ffx_pipeline/data/sge_jobs/1A2P_rotamer.job,dry-run,generated,
1A2P,3.94,titration,/Dedicated/schnieders/maemmad/pKa_GNN/ffx_pipeline/data/sge_jobs/1A2P_titrate_pH3.94.job,dry-run,generated,
1A2P,4.4,titration,/Dedicated/schnieders/maemmad/pKa_GNN/ffx_pipeline/data/sge_jobs/1A2P_titrate_pH4.4.job,dry-run,generated,
1A2P,6.45,titration,/Dedicated/schnieders/maemmad/pKa_GNN/ffx_pipeline/data/sge_jobs/1A2P_titrate_pH6.45.job,dry-run,generated,
1A2P,8.55,titration,/Dedicated/schnieders/maemmad/pKa_GNN/ffx_pipeline/data/sge_jobs/1A2P_titrate_pH8.55.job,dry-run,generated,
1A6K,,rotamer,/Dedicated/schnieders/maemmad/pKa_GNN/ffx_pipeline/data/sge_jobs/1A6K_rotamer.job,dry-run,generated,
1A6K,3.94,titration,/Dedicated/schnieders/maemmad/pKa_GNN/ffx_pipeline/data/sge_jobs/1A6K_titrate_pH3.94.job,dry-run,generated,
1A6K,4.4,titration,/Dedicated/schnieders/maemmad/pKa_GNN/ffx_pipeline/data/sge_jobs/1A6K_titrate_pH4.4.job,dry-run,generated,
1A6K,6.45,titration,/Dedicated/schnieders/maemmad/pKa_GNN/ffx_pipeline/data/sge_jobs/1A6K_titrate_pH6.45.job,dry-run,generated,
1A6K,8.55,titration,/Dedicated/schnieders/maemmad/pKa_GNN/ffx_pipeline/data/sge_jobs/1A6K_titrate_pH8.55.job,dry-run,generated,
1A91,,rotamer,/Dedicated/schnieders/maemmad/pKa_GNN/ffx_pipeline/data/sge_jobs/1A91_rotamer.job,dry-run,generated,
1A91,3.94,titration,/Dedicated/schnieders/maemmad/pKa_GNN/ffx_pipeline/data/sge_jobs/1A91_titrate_pH3.94.job,dry-run,generated,
1A91,4.4,titration,/Dedicated/schnieders/maemmad/pKa_GNN/ffx_pipeline/data/sge_jobs/1A91_titrate_pH4.4.job,dry-run,generated,
1A91,6.45,titration,/Dedicated/schnieders/maemmad/pKa_GNN/ffx_pipeline/data/sge_jobs/1A91_titrate_pH6.45.job,dry-run,generated,
1A91,8.55,titration,/Dedicated/schnieders/maemmad/pKa_GNN/ffx_pipeline/data/sge_jobs/1A91_titrate_pH8.55.job,dry-run,generated,
1A93,,rotamer,/Dedicated/schnieders/maemmad/pKa_GNN/ffx_pipeline/data/sge_jobs/1A93_rotamer.job,dry-run,generated,
1A93,3.94,titration,/Dedicated/schnieders/maemmad/pKa_GNN/ffx_pipeline/data/sge_jobs/1A93_titrate_pH3.94.job,dry-run,generated,
1A93,4.4,titration,/Dedicated/schnieders/maemmad/pKa_GNN/ffx_pipeline/data/sge_jobs/1A93_titrate_pH4.4.job,dry-run,generated,
1A93,6.45,titration,/Dedicated/schnieders/maemmad/pKa_GNN/ffx_pipeline/data/sge_jobs/1A93_titrate_pH6.45.job,dry-run,generated,
1A93,8.55,titration,/Dedicated/schnieders/maemmad/pKa_GNN/ffx_pipeline/data/sge_jobs/1A93_titrate_pH8.55.job,dry-run,generated,
1ANS,,rotamer,/Dedicated/schnieders/maemmad/pKa_GNN/ffx_pipeline/data/sge_jobs/1ANS_rotamer.job,dry-run,generated,
1ANS,3.94,titration,/Dedicated/schnieders/maemmad/pKa_GNN/ffx_pipeline/data/sge_jobs/1ANS_titrate_pH3.94.job,dry-run,generated,
1ANS,4.4,titration,/Dedicated/schnieders/maemmad/pKa_GNN/ffx_pipeline/data/sge_jobs/1ANS_titrate_pH4.4.job,dry-run,generated,
1ANS,6.45,titration,/Dedicated/schnieders/maemmad/pKa_GNN/ffx_pipeline/data/sge_jobs/1ANS_titrate_pH6.45.job,dry-run,generated,
1ANS,8.55,titration,/Dedicated/schnieders/maemmad/pKa_GNN/ffx_pipeline/data/sge_jobs/1ANS_titrate_pH8.55.job,dry-run,generated,
1AO6,,rotamer,/Dedicated/schnieders/maemmad/pKa_GNN/ffx_pipeline/data/sge_jobs/1AO6_rotamer.job,dry-run,generated,
1AO6,3.94,titration,/Dedicated/schnieders/maemmad/pKa_GNN/ffx_pipeline/data/sge_jobs/1AO6_titrate_pH3.94.job,dry-run,generated,
1AO6,4.4,titration,/Dedicated/schnieders/maemmad/pKa_GNN/ffx_pipeline/data/sge_jobs/1AO6_titrate_pH4.4.job,dry-run,generated,
1AO6,6.45,titration,/Dedicated/schnieders/maemmad/pKa_GNN/ffx_pipeline/data/sge_jobs/1AO6_titrate_pH6.45.job,dry-run,generated,
1AO6,8.55,titration,/Dedicated/schnieders/maemmad/pKa_GNN/ffx_pipeline/data/sge_jobs/1AO6_titrate_pH8.55.job,dry-run,generated,
1AZP,,rotamer,/Dedicated/schnieders/maemmad/pKa_GNN/ffx_pipeline/data/sge_jobs/1AZP_rotamer.job,dry-run,generated,
1AZP,3.94,titration,/Dedicated/schnieders/maemmad/pKa_GNN/ffx_pipeline/data/sge_jobs/1AZP_titrate_pH3.94.job,dry-run,generated,
1AZP,4.4,titration,/Dedicated/schnieders/maemmad/pKa_GNN/ffx_pipeline/data/sge_jobs/1AZP_titrate_pH4.4.job,dry-run,generated,
1AZP,6.45,titration,/Dedicated/schnieders/maemmad/pKa_GNN/ffx_pipeline/data/sge_jobs/1AZP_titrate_pH6.45.job,dry-run,generated,
1AZP,8.55,titration,/Dedicated/schnieders/maemmad/pKa_GNN/ffx_pipeline/data/sge_jobs/1AZP_titrate_pH8.55.job,dry-run,generated,
1B2V,,rotamer,/Dedicated/schnieders/maemmad/pKa_GNN/ffx_pipeline/data/sge_jobs/1B2V_rotamer.job,dry-run,generated,
1B2V,3.94,titration,/Dedicated/schnieders/maemmad/pKa_GNN/ffx_pipeline/data/sge_jobs/1B2V_titrate_pH3.94.job,dry-run,generated,
1B2V,4.4,titration,/Dedicated/schnieders/maemmad/pKa_GNN/ffx_pipeline/data/sge_jobs/1B2V_titrate_pH4.4.job,dry-run,generated,
1B2V,6.45,titration,/Dedicated/schnieders/maemmad/pKa_GNN/ffx_pipeline/data/sge_jobs/1B2V_titrate_pH6.45.job,dry-run,generated,
1B2V,8.55,titration,/Dedicated/schnieders/maemmad/pKa_GNN/ffx_pipeline/data/sge_jobs/1B2V_titrate_pH8.55.job,dry-run,generated,
1BED,,rotamer,/Dedicated/schnieders/maemmad/pKa_GNN/ffx_pipeline/data/sge_jobs/1BED_rotamer.job,dry-run,generated,
1BED,3.94,titration,/Dedicated/schnieders/maemmad/pKa_GNN/ffx_pipeline/data/sge_jobs/1BED_titrate_pH3.94.job,dry-run,generated,
1BED,4.4,titration,/Dedicated/schnieders/maemmad/pKa_GNN/ffx_pipeline/data/sge_jobs/1BED_titrate_pH4.4.job,dry-run,generated,
1BED,6.45,titration,/Dedicated/schnieders/maemmad/pKa_GNN/ffx_pipeline/data/sge_jobs/1BED_titrate_pH6.45.job,dry-run,generated,
1BED,8.55,titration,/Dedicated/schnieders/maemmad/pKa_GNN/ffx_pipeline/data/sge_jobs/1BED_titrate_pH8.55.job,dry-run,generated,
1BEO,,rotamer,/Dedicated/schnieders/maemmad/pKa_GNN/ffx_pipeline/data/sge_jobs/1BEO_rotamer.job,dry-run,generated,
1BEO,3.94,titration,/Dedicated/schnieders/maemmad/pKa_GNN/ffx_pipeline/data/sge_jobs/1BEO_titrate_pH3.94.job,dry-run,generated,
1BEO,4.4,titration,/Dedicated/schnieders/maemmad/pKa_GNN/ffx_pipeline/data/sge_jobs/1BEO_titrate_pH4.4.job,dry-run,generated,
1BEO,6.45,titration,/Dedicated/schnieders/maemmad/pKa_GNN/ffx_pipeline/data/sge_jobs/1BEO_titrate_pH6.45.job,dry-run,generated,
1BEO,8.55,titration,/Dedicated/schnieders/maemmad/pKa_GNN/ffx_pipeline/data/sge_jobs/1BEO_titrate_pH8.55.job,dry-run,generated,
1BI6,,rotamer,/Dedicated/schnieders/maemmad/pKa_GNN/ffx_pipeline/data/sge_jobs/1BI6_rotamer.job,dry-run,generated,
1BI6,3.94,titration,/Dedicated/schnieders/maemmad/pKa_GNN/ffx_pipeline/data/sge_jobs/1BI6_titrate_pH3.94.job,dry-run,generated,
1BI6,4.4,titration,/Dedicated/schnieders/maemmad/pKa_GNN/ffx_pipeline/data/sge_jobs/1BI6_titrate_pH4.4.job,dry-run,generated,
1BI6,6.45,titration,/Dedicated/schnieders/maemmad/pKa_GNN/ffx_pipeline/data/sge_jobs/1BI6_titrate_pH6.45.job,dry-run,generated,
